1100.17	40.25	44.31	47.38	50.63	54.38	57.94	61.25	62.75	67.75	69.31	73.5	76.5	83.25	83.87
1102.38	40.25	44.31	47.38	50.63	54.44	58.0	61.25	62.75	67.75	69.37	73.5	76.5	83.25	83.87
1114.66	40.31	44.38	47.38	50.63	54.44	58.0	61.31	62.81	67.75	69.44	73.62	76.5	83.31	83.87
1117.84	40.31	44.38	47.44	50.69	54.44	58.06	61.31	62.81	67.75	69.37	73.56	76.56	83.31	83.87
1120.04	40.31	44.38	47.38	50.69	54.5	58.06	61.31	62.81	67.81	69.37	73.62	76.56	83.31	83.94
1130.3	40.31	44.44	47.44	50.69	54.5	58.13	61.31	62.88	67.81	69.44	73.62	76.56	83.31	83.87
1133.5	40.31	44.44	47.44	50.75	54.5	58.06	61.38	62.88	67.81	69.44	73.62	76.56	83.31	83.87
1135.69	40.31	44.44	47.44	50.75	54.5	58.13	61.38	62.81	67.81	69.44	73.62	76.56	83.31	83.87
1145.95	40.38	44.5	47.5	50.75	54.56	58.13	61.44	62.88	67.81	69.5	73.62	76.56	83.19	83.75
1149.15	40.38	44.5	47.5	50.75	54.56	58.06	61.38	62.88	67.87	69.5	73.56	76.5	83.19	83.75
1151.33	40.44	44.5	47.5	50.75	54.56	58.19	61.44	62.88	67.87	69.44	73.62	76.5	83.19	83.75
1161.59	40.5	44.5	47.5	50.81	54.56	58.19	61.44	62.94	67.81	69.44	73.56	76.5	83.19	83.75
1175.89	40.56	44.56	47.56	50.81	54.56	58.19	61.5	62.94	67.87	69.44	73.56	76.5	83.19	83.75
1179.08	40.56	44.56	47.56	50.81	54.56	58.19	61.44	62.94	67.87	69.44	73.56	76.5	83.19	83.81
1181.26	40.56	44.56	47.56	50.81	54.56	58.19	61.44	62.94	67.87	69.44	73.56	76.5	83.19	83.81
1191.54	40.56	44.56	47.56	50.81	54.63	58.19	61.5	62.94	67.81	69.5	73.62	76.5	83.25	83.81
1194.74	40.56	44.56	47.56	50.81	54.63	58.25	61.5	62.94	67.87	69.44	73.62	76.5	83.25	83.81
1196.92	40.56	44.56	47.56	50.81	54.63	58.25	61.5	62.94	67.87	69.5	73.62	76.56	83.25	83.81
1207.21	40.5	44.5	47.56	50.81	54.63	58.19	61.5	62.94	67.87	69.5	73.62	76.56	83.25	83.87
1210.41	40.44	44.5	47.56	50.88	54.63	58.25	61.44	62.94	67.87	69.5	73.69	76.56	83.31	83.87
1212.61	40.5	44.5	47.56	50.88	54.63	58.19	61.5	62.94	67.87	69.5	73.62	76.56	83.31	83.87
1226.93	40.5	44.56	47.63	50.88	54.69	58.19	61.5	63.0	67.94	69.5	73.69	76.62	83.37	83.87
1230.13	40.5	44.56	47.63	50.88	54.69	58.19	61.5	63.0	67.94	69.56	73.69	76.62	83.37	83.94
1232.31	40.5	44.56	47.63	50.88	54.69	58.19	61.56	63.0	67.94	69.56	73.69	76.69	83.37	83.94
1240.52	40.5	44.63	47.63	50.94	54.69	58.25	61.5	63.0	68.0	69.56	73.75	76.69	83.37	83.94
1252.79	40.56	44.63	47.69	50.94	54.75	58.25	61.56	63.06	68.0	69.62	73.75	76.69	83.44	84.0
1256.0	40.56	44.63	47.69	50.94	54.75	58.25	61.56	63.06	68.0	69.62	73.75	76.69	83.44	84.0
1258.19	40.56	44.63	47.69	50.94	54.75	58.31	61.56	63.06	68.0	69.62	73.75	76.75	83.44	84.0
1268.45	40.56	44.63	47.69	51.0	54.75	58.31	61.56	63.13	68.06	69.69	73.81	76.69	83.44	84.0
1271.66	40.56	44.69	47.69	50.94	54.75	58.31	61.63	63.06	68.06	69.69	73.81	76.69	83.44	84.0
1273.85	40.56	44.69	47.69	50.94	54.75	58.31	61.56	63.13	68.06	69.69	73.81	76.75	83.44	84.0
1284.11	40.56	44.69	47.69	51.0	54.81	58.38	61.63	63.13	68.06	69.69	73.81	76.75	83.5	84.06
1287.32	40.56	44.69	47.75	51.0	54.81	58.31	61.63	63.13	68.06	69.69	73.81	76.75	83.5	84.06
1289.5	40.56	44.69	47.75	51.0	54.81	58.38	61.63	63.13	68.06	69.69	73.81	76.75	83.5	84.12
1299.76	40.56	44.75	47.75	51.06	54.88	58.38	61.69	63.13	68.12	69.75	73.87	76.81	83.56	84.19
1302.96	40.63	44.75	47.75	51.0	54.81	58.38	61.69	63.19	68.12	69.75	73.94	76.87	83.62	84.19
1305.15	40.56	44.69	47.75	51.06	54.81	58.44	61.69	63.19	68.12	69.75	73.94	76.87	83.62	84.19
1315.41	40.56	44.75	47.75	51.06	54.88	58.44	61.69	63.19	68.19	69.81	73.94	76.87	83.69	84.25
1318.62	40.56	44.75	47.81	51.06	54.88	58.38	61.75	63.25	68.19	69.81	73.94	76.87	83.69	84.25
1320.82	40.56	44.75	47.81	51.06	54.88	58.44	61.69	63.25	68.19	69.81	73.94	76.94	83.69	84.25
1335.15	40.63	44.81	47.81	51.13	54.94	58.44	61.75	63.25	68.25	69.87	74.0	76.94	83.75	84.25
1338.36	40.63	44.81	47.81	51.13	54.94	58.5	61.75	63.31	68.25	69.87	74.06	76.94	83.69	84.25
1340.55	40.63	44.81	47.88	51.13	54.94	58.5	61.75	63.25	68.25	69.87	74.0	77.0	83.75	84.25
1348.77	40.75	44.81	47.88	51.13	54.94	58.5	61.81	63.31	68.25	69.87	74.06	76.94	83.69	84.19
1351.99	40.69	44.81	47.94	51.19	54.94	58.5	61.81	63.31	68.25	69.87	74.0	76.94	83.69	84.12
1354.17	40.69	44.81	47.88	51.19	54.94	58.5	61.81	63.25	68.25	69.87	74.0	76.94	83.62	84.12
1362.39	40.75	44.88	47.88	51.19	54.94	58.56	61.81	63.25	68.25	69.87	74.0	76.87	83.56	84.06
1365.59	40.69	44.88	47.88	51.19	55.0	58.5	61.81	63.31	68.25	69.87	74.0	76.87	83.56	84.0
1367.79	40.75	44.88	47.94	51.19	54.94	58.5	61.81	63.25	68.25	69.87	73.94	76.87	83.56	84.06
1380.07	40.75	44.88	47.94	51.19	55.0	58.56	61.81	63.25	68.25	69.87	73.94	76.87	83.62	84.12
1383.28	40.69	44.88	47.94	51.19	55.0	58.56	61.81	63.31	68.25	69.87	74.0	76.87	83.62	84.06
1385.47	40.75	44.88	47.94	51.19	55.0	58.5	61.81	63.31	68.25	69.87	73.94	76.87	83.56	84.12
1395.73	40.75	44.88	47.94	51.19	55.0	58.5	61.88	63.31	68.25	69.87	74.0	76.94	83.62	84.12
1410.02	40.75	44.88	47.94	51.19	55.0	58.56	61.88	63.31	68.31	69.87	74.06	77.0	83.69	84.25
1420.24	40.75	44.94	48.0	51.25	55.06	58.56	61.88	63.38	68.31	69.94	74.06	76.94	83.62	84.12
1423.45	40.75	44.94	48.0	51.25	55.06	58.63	61.94	63.31	68.31	69.94	74.06	76.94	83.56	84.12
1425.65	40.75	44.94	48.0	51.25	55.06	58.63	61.88	63.38	68.31	69.94	74.0	76.94	83.56	84.12
1437.93	40.81	44.94	48.0	51.25	55.06	58.63	61.88	63.38	68.31	69.87	74.0	76.94	83.56	84.12
1452.22	40.94	45.0	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.62	84.12
1455.43	40.94	44.94	47.94	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.12
1457.63	40.94	44.94	47.94	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.12
1469.93	40.88	44.94	47.94	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	77.0	83.62	84.12
1473.14	40.88	44.94	48.0	51.31	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.62	84.06
1475.35	40.88	45.0	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.12
1487.62	40.94	45.0	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.0	76.94	83.56	84.12
1490.82	40.94	45.0	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.62	84.12
1493.02	40.88	45.0	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.62	84.06
1505.32	40.88	45.0	48.0	51.31	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.0
1508.52	40.88	44.94	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.5	84.0
1510.72	40.88	44.94	48.0	51.25	55.06	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.0
1525.05	40.81	45.0	48.0	51.25	55.13	58.56	61.94	63.38	68.31	69.87	74.06	76.94	83.5	84.0
1539.32	40.81	45.0	48.0	51.25	55.13	58.63	61.94	63.38	68.31	69.94	74.06	76.94	83.56	84.12
1551.59	40.81	45.0	48.0	51.31	55.13	58.63	61.94	63.44	68.37	69.94	74.06	77.0	83.69	84.19
1554.8	40.81	44.94	48.0	51.31	55.13	58.63	61.94	63.44	68.31	69.94	74.12	77.0	83.69	84.25
1556.99	40.75	45.0	48.06	51.31	55.13	58.63	61.94	63.44	68.37	69.94	74.12	77.0	83.69	84.25
1567.25	40.81	45.0	48.06	51.31	55.13	58.63	62.0	63.44	68.37	70.0	74.12	77.0	83.75	84.25
1570.47	40.81	45.0	48.06	51.31	55.13	58.69	62.0	63.44	68.37	70.0	74.19	77.0	83.75	84.31
